danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.278,0.767,9,-9.454,1,0.0736,0.0571,0.167,0.221,0.439,93.236,audio_features,4KF1kzyeyPrgafyVm2UgQg,spotify:track:4KF1kzyeyPrgafyVm2UgQg,https://api.spotify.com/v1/tracks/4KF1kzyeyPrgafyVm2UgQg,https://api.spotify.com/v1/audio-analysis/4KF1kzyeyPrgafyVm2UgQg,388787,4
0.329,0.867,2,-8.789,1,0.0506,0.0211,0.00856,0.134,0.315,145.81,audio_features,4wCMKxkE3eMOTtlAx0NFEM,spotify:track:4wCMKxkE3eMOTtlAx0NFEM,https://api.spotify.com/v1/tracks/4wCMKxkE3eMOTtlAx0NFEM,https://api.spotify.com/v1/audio-analysis/4wCMKxkE3eMOTtlAx0NFEM,630880,4
0.432,0.786,2,-8.23,1,0.0451,0.0138,0.102,0.144,0.437,104.062,audio_features,7uBnSdqm07uMBrp7nBmMu9,spotify:track:7uBnSdqm07uMBrp7nBmMu9,https://api.spotify.com/v1/tracks/7uBnSdqm07uMBrp7nBmMu9,https://api.spotify.com/v1/audio-analysis/7uBnSdqm07uMBrp7nBmMu9,413920,4
0.552,0.791,7,-8.356,1,0.0303,0.123,1.42e-05,0.162,0.698,91.2,audio_features,5UdShl12E6eHEgS8lQ1bPr,spotify:track:5UdShl12E6eHEgS8lQ1bPr,https://api.spotify.com/v1/tracks/5UdShl12E6eHEgS8lQ1bPr,https://api.spotify.com/v1/audio-analysis/5UdShl12E6eHEgS8lQ1bPr,355893,4
0.257,0.452,7,-12.365,1,0.0349,0.744,0.0996,0.38,0.271,83.553,audio_features,7jP44G0vKQLkfJ3x19pqPn,spotify:track:7jP44G0vKQLkfJ3x19pqPn,https://api.spotify.com/v1/tracks/7jP44G0vKQLkfJ3x19pqPn,https://api.spotify.com/v1/audio-analysis/7jP44G0vKQLkfJ3x19pqPn,233901,1
0.453,0.895,2,-9.143,1,0.0649,0.0348,0.00128,0.299,0.446,128.313,audio_features,78MXICbE7bD4cuPKFh1EFO,spotify:track:78MXICbE7bD4cuPKFh1EFO,https://api.spotify.com/v1/tracks/78MXICbE7bD4cuPKFh1EFO,https://api.spotify.com/v1/audio-analysis/78MXICbE7bD4cuPKFh1EFO,210227,4
0.418,0.962,4,-8.423,1,0.0567,0.083,0.00282,0.138,0.59,94.141,audio_features,6fxcpQMUoX0ofnbIHVnVWN,spotify:track:6fxcpQMUoX0ofnbIHVnVWN,https://api.spotify.com/v1/tracks/6fxcpQMUoX0ofnbIHVnVWN,https://api.spotify.com/v1/audio-analysis/6fxcpQMUoX0ofnbIHVnVWN,247345,4
0.399,0.845,2,-8.736,1,0.0369,0.125,0.00109,0.334,0.359,105.911,audio_features,4S2QZuPFZ9qeHW2sonMJS1,spotify:track:4S2QZuPFZ9qeHW2sonMJS1,https://api.spotify.com/v1/tracks/4S2QZuPFZ9qeHW2sonMJS1,https://api.spotify.com/v1/audio-analysis/4S2QZuPFZ9qeHW2sonMJS1,297929,4
0.525,0.501,1,-14.192,1,0.0318,0.16,0.025,0.146,0.333,108.291,audio_features,1dK6cNOMYjEP3QGYOfwP6t,spotify:track:1dK6cNOMYjEP3QGYOfwP6t,https://api.spotify.com/v1/tracks/1dK6cNOMYjEP3QGYOfwP6t,https://api.spotify.com/v1/audio-analysis/1dK6cNOMYjEP3QGYOfwP6t,257346,4
0.399,0.463,5,-13.789,1,0.0592,0.376,0.0841,0.174,0.278,115.85,audio_features,63jSSgwKQtEdOVRuj85GX7,spotify:track:63jSSgwKQtEdOVRuj85GX7,https://api.spotify.com/v1/tracks/63jSSgwKQtEdOVRuj85GX7,https://api.spotify.com/v1/audio-analysis/63jSSgwKQtEdOVRuj85GX7,222356,4
0.42,0.662,4,-9.828,0,0.0341,0.656,0.000423,0.096,0.378,147.949,audio_features,6MSoJM9UIFHozmBCduQRje,spotify:track:6MSoJM9UIFHozmBCduQRje,https://api.spotify.com/v1/tracks/6MSoJM9UIFHozmBCduQRje,https://api.spotify.com/v1/audio-analysis/6MSoJM9UIFHozmBCduQRje,351678,4
0.507,0.837,2,-10.465,1,0.0624,0.174,0.814,0.0906,0.318,107.013,audio_features,4Sc5qEOSFI5rfS9IDyu0GO,spotify:track:4Sc5qEOSFI5rfS9IDyu0GO,https://api.spotify.com/v1/tracks/4Sc5qEOSFI5rfS9IDyu0GO,https://api.spotify.com/v1/audio-analysis/4Sc5qEOSFI5rfS9IDyu0GO,285227,1
0.271,0.766,5,-8.03,1,0.0329,0.00217,0.52,0.0707,0.803,142.914,audio_features,05f8Hg3RSfiPSCBQOtxl3i,spotify:track:05f8Hg3RSfiPSCBQOtxl3i,https://api.spotify.com/v1/tracks/05f8Hg3RSfiPSCBQOtxl3i,https://api.spotify.com/v1/audio-analysis/05f8Hg3RSfiPSCBQOtxl3i,428851,4
0.418,0.656,2,-9.908,1,0.0522,0.291,0.0119,0.113,0.661,80.871,audio_features,59Zl5fFDhkGhFv0TGeyqbv,spotify:track:59Zl5fFDhkGhFv0TGeyqbv,https://api.spotify.com/v1/tracks/59Zl5fFDhkGhFv0TGeyqbv,https://api.spotify.com/v1/audio-analysis/59Zl5fFDhkGhFv0TGeyqbv,274640,4
0.341,0.952,9,-7.045,1,0.0497,0.00258,0.00318,0.0995,0.714,169.925,audio_features,35a7EjRYYLLyH4prB1zExl,spotify:track:35a7EjRYYLLyH4prB1zExl,https://api.spotify.com/v1/tracks/35a7EjRYYLLyH4prB1zExl,https://api.spotify.com/v1/audio-analysis/35a7EjRYYLLyH4prB1zExl,219680,4
0.491,0.477,7,-15.987,1,0.0633,0.74,0.905,0.118,0.683,146.38,audio_features,3gyroWpKKzkVkOhLJ57Tv5,spotify:track:3gyroWpKKzkVkOhLJ57Tv5,https://api.spotify.com/v1/tracks/3gyroWpKKzkVkOhLJ57Tv5,https://api.spotify.com/v1/audio-analysis/3gyroWpKKzkVkOhLJ57Tv5,253373,4
0.316,0.298,7,-13.803,1,0.0423,0.656,0.00337,0.174,0.3,81.993,audio_features,7llNWna9CEKr88Ng4vAwiI,spotify:track:7llNWna9CEKr88Ng4vAwiI,https://api.spotify.com/v1/tracks/7llNWna9CEKr88Ng4vAwiI,https://api.spotify.com/v1/audio-analysis/7llNWna9CEKr88Ng4vAwiI,483667,4
0.488,0.892,2,-7.131,1,0.0496,0.0763,0.486,0.266,0.675,132.554,audio_features,05BTaDBhGylMDjupCczCwC,spotify:track:05BTaDBhGylMDjupCczCwC,https://api.spotify.com/v1/tracks/05BTaDBhGylMDjupCczCwC,https://api.spotify.com/v1/audio-analysis/05BTaDBhGylMDjupCczCwC,285053,4
0.49,0.924,2,-6.959,1,0.0658,0.023,0.622,0.299,0.326,106.87,audio_features,4Y4xWuvM7MKGKxECXfnKtV,spotify:track:4Y4xWuvM7MKGKxECXfnKtV,https://api.spotify.com/v1/tracks/4Y4xWuvM7MKGKxECXfnKtV,https://api.spotify.com/v1/audio-analysis/4Y4xWuvM7MKGKxECXfnKtV,273107,3
0.502,0.263,2,-18.419,1,0.0385,0.949,0.726,0.0887,0.576,77.891,audio_features,7s2HYAN8PSba9OGqgTL7mo,spotify:track:7s2HYAN8PSba9OGqgTL7mo,https://api.spotify.com/v1/tracks/7s2HYAN8PSba9OGqgTL7mo,https://api.spotify.com/v1/audio-analysis/7s2HYAN8PSba9OGqgTL7mo,214227,4
0.276,0.826,5,-6.248,1,0.0358,0.0116,0.22,0.0916,0.797,142.345,audio_features,1zLAyTaKUdiZSmOifuu2kv,spotify:track:1zLAyTaKUdiZSmOifuu2kv,https://api.spotify.com/v1/tracks/1zLAyTaKUdiZSmOifuu2kv,https://api.spotify.com/v1/audio-analysis/1zLAyTaKUdiZSmOifuu2kv,430827,4
0.274,0.0332,6,-22.448,1,0.0341,0.957,0.771,0.115,0.139,96.934,audio_features,5LtIsKctHGXbE1M3U6g7qO,spotify:track:5LtIsKctHGXbE1M3U6g7qO,https://api.spotify.com/v1/tracks/5LtIsKctHGXbE1M3U6g7qO,https://api.spotify.com/v1/audio-analysis/5LtIsKctHGXbE1M3U6g7qO,172920,5
0.209,0.835,1,-8.158,1,0.0569,2.2e-06,0.873,0.191,0.506,117.003,audio_features,6912SIXb1G9ql3quOxeCaa,spotify:track:6912SIXb1G9ql3quOxeCaa,https://api.spotify.com/v1/tracks/6912SIXb1G9ql3quOxeCaa,https://api.spotify.com/v1/audio-analysis/6912SIXb1G9ql3quOxeCaa,181533,4
0.319,0.654,8,-7.063,1,0.0334,7.74e-05,0.895,0.136,0.602,79.598,audio_features,5INe9EN6cNF6axQ4A4BQfy,spotify:track:5INe9EN6cNF6axQ4A4BQfy,https://api.spotify.com/v1/tracks/5INe9EN6cNF6axQ4A4BQfy,https://api.spotify.com/v1/audio-analysis/5INe9EN6cNF6axQ4A4BQfy,225120,4
0.579,0.314,1,-12.589,1,0.0267,0.0208,0.761,0.111,0.0512,126.746,audio_features,428dyogxbsqj9U5leQ9why,spotify:track:428dyogxbsqj9U5leQ9why,https://api.spotify.com/v1/tracks/428dyogxbsqj9U5leQ9why,https://api.spotify.com/v1/audio-analysis/428dyogxbsqj9U5leQ9why,257267,4
0.362,0.855,5,-8.806,0,0.0743,0.000143,0.83,0.137,0.215,124.359,audio_features,6W9nK2wPyJklgDVf0AQcPO,spotify:track:6W9nK2wPyJklgDVf0AQcPO,https://api.spotify.com/v1/tracks/6W9nK2wPyJklgDVf0AQcPO,https://api.spotify.com/v1/audio-analysis/6W9nK2wPyJklgDVf0AQcPO,291733,4
0.514,0.659,5,-10.074,0,0.0272,0.000171,0.824,0.11,0.257,95.173,audio_features,2rBp8ix2ieRutorlsmPf9K,spotify:track:2rBp8ix2ieRutorlsmPf9K,https://api.spotify.com/v1/tracks/2rBp8ix2ieRutorlsmPf9K,https://api.spotify.com/v1/audio-analysis/2rBp8ix2ieRutorlsmPf9K,262760,4
0.4,0.677,8,-10.971,1,0.0336,0.000229,0.396,0.119,0.393,183.614,audio_features,7zwwvrJAWGjfc9wFD3bVzZ,spotify:track:7zwwvrJAWGjfc9wFD3bVzZ,https://api.spotify.com/v1/tracks/7zwwvrJAWGjfc9wFD3bVzZ,https://api.spotify.com/v1/audio-analysis/7zwwvrJAWGjfc9wFD3bVzZ,170280,4
0.362,0.409,1,-14.268,1,0.0314,0.016,0.742,0.354,0.0448,120.56,audio_features,2yKrGPtIwsiwv5tGTDgpNd,spotify:track:2yKrGPtIwsiwv5tGTDgpNd,https://api.spotify.com/v1/tracks/2yKrGPtIwsiwv5tGTDgpNd,https://api.spotify.com/v1/audio-analysis/2yKrGPtIwsiwv5tGTDgpNd,286320,4
0.278,0.686,10,-8.731,0,0.034,7.37e-06,0.822,0.0939,0.334,91.852,audio_features,6UuGRkwfLwBAfmHktU9GNA,spotify:track:6UuGRkwfLwBAfmHktU9GNA,https://api.spotify.com/v1/tracks/6UuGRkwfLwBAfmHktU9GNA,https://api.spotify.com/v1/audio-analysis/6UuGRkwfLwBAfmHktU9GNA,223920,4
0.268,0.442,1,-11.232,1,0.0316,0.000764,0.765,0.0722,0.0501,111.226,audio_features,7mNyAFramOVsGZxdRyz4KQ,spotify:track:7mNyAFramOVsGZxdRyz4KQ,https://api.spotify.com/v1/tracks/7mNyAFramOVsGZxdRyz4KQ,https://api.spotify.com/v1/audio-analysis/7mNyAFramOVsGZxdRyz4KQ,561533,4
0.443,0.176,8,-18.46,1,0.0337,0.756,0.845,0.111,0.0717,65.907,audio_features,72ZZqYFcpdIxC84EYsWjpP,spotify:track:72ZZqYFcpdIxC84EYsWjpP,https://api.spotify.com/v1/tracks/72ZZqYFcpdIxC84EYsWjpP,https://api.spotify.com/v1/audio-analysis/72ZZqYFcpdIxC84EYsWjpP,174107,4
0.478,0.76,11,-8.875,1,0.0525,0.000278,0.774,0.331,0.451,113.206,audio_features,7luW8OHN1fDFj6l0lDTViG,spotify:track:7luW8OHN1fDFj6l0lDTViG,https://api.spotify.com/v1/tracks/7luW8OHN1fDFj6l0lDTViG,https://api.spotify.com/v1/audio-analysis/7luW8OHN1fDFj6l0lDTViG,263546,4
0.401,0.918,8,-8.204,0,0.0694,5.01e-06,0.881,0.365,0.378,108.305,audio_features,4A0f5CrcOYRVwihIQkcHdP,spotify:track:4A0f5CrcOYRVwihIQkcHdP,https://api.spotify.com/v1/tracks/4A0f5CrcOYRVwihIQkcHdP,https://api.spotify.com/v1/audio-analysis/4A0f5CrcOYRVwihIQkcHdP,252200,4
0.607,0.333,6,-12.717,1,0.0324,0.000968,0.4,0.151,0.0802,126.619,audio_features,1fPKWu8NKS1ZGHjFZ5QCAs,spotify:track:1fPKWu8NKS1ZGHjFZ5QCAs,https://api.spotify.com/v1/tracks/1fPKWu8NKS1ZGHjFZ5QCAs,https://api.spotify.com/v1/audio-analysis/1fPKWu8NKS1ZGHjFZ5QCAs,250293,4
0.244,0.522,8,-12.076,1,0.0385,0.247,0.146,0.369,0.149,183.207,audio_features,0DqjIXjwhDOKVl7ChheeIc,spotify:track:0DqjIXjwhDOKVl7ChheeIc,https://api.spotify.com/v1/tracks/0DqjIXjwhDOKVl7ChheeIc,https://api.spotify.com/v1/audio-analysis/0DqjIXjwhDOKVl7ChheeIc,252533,3
0.231,0.801,7,-11.485,0,0.0695,0.0147,0.874,0.605,0.368,127.486,audio_features,0i5zjBavIn1LsTsh9oh54d,spotify:track:0i5zjBavIn1LsTsh9oh54d,https://api.spotify.com/v1/tracks/0i5zjBavIn1LsTsh9oh54d,https://api.spotify.com/v1/audio-analysis/0i5zjBavIn1LsTsh9oh54d,225840,4
0.26,0.483,5,-9.977,0,0.031,9.75e-05,0.862,0.0829,0.144,140.713,audio_features,5W8AYj6e6syodRPzPrJcrb,spotify:track:5W8AYj6e6syodRPzPrJcrb,https://api.spotify.com/v1/tracks/5W8AYj6e6syodRPzPrJcrb,https://api.spotify.com/v1/audio-analysis/5W8AYj6e6syodRPzPrJcrb,458293,4
0.623,0.151,1,-18.534,1,0.0386,0.844,0.762,0.146,0.271,122.208,audio_features,4bbdwn07T9xWdZv8siAptT,spotify:track:4bbdwn07T9xWdZv8siAptT,https://api.spotify.com/v1/tracks/4bbdwn07T9xWdZv8siAptT,https://api.spotify.com/v1/audio-analysis/4bbdwn07T9xWdZv8siAptT,174413,4
0.32,0.739,11,-8.375,1,0.0502,0.000127,0.749,0.21,0.24,114.053,audio_features,3nnvMbieuZH3L3caIRdpjk,spotify:track:3nnvMbieuZH3L3caIRdpjk,https://api.spotify.com/v1/tracks/3nnvMbieuZH3L3caIRdpjk,https://api.spotify.com/v1/audio-analysis/3nnvMbieuZH3L3caIRdpjk,427093,4
0.636,0.405,0,-11.819,1,0.0259,0.706,0.36,0.0717,0.377,106.768,audio_features,4vkcU3UFjYsKuBibmYA3hL,spotify:track:4vkcU3UFjYsKuBibmYA3hL,https://api.spotify.com/v1/tracks/4vkcU3UFjYsKuBibmYA3hL,https://api.spotify.com/v1/audio-analysis/4vkcU3UFjYsKuBibmYA3hL,245253,4
0.447,0.533,2,-10.916,1,0.0309,0.000814,0.504,0.0943,0.387,157.321,audio_features,3HJLGDGbW7TIVq3hGJz0W9,spotify:track:3HJLGDGbW7TIVq3hGJz0W9,https://api.spotify.com/v1/tracks/3HJLGDGbW7TIVq3hGJz0W9,https://api.spotify.com/v1/audio-analysis/3HJLGDGbW7TIVq3hGJz0W9,258387,4
0.648,0.252,1,-13.716,1,0.0267,0.0198,0.346,0.088,0.451,98.714,audio_features,6gKUop4OJBuLrkSqRckUNU,spotify:track:6gKUop4OJBuLrkSqRckUNU,https://api.spotify.com/v1/tracks/6gKUop4OJBuLrkSqRckUNU,https://api.spotify.com/v1/audio-analysis/6gKUop4OJBuLrkSqRckUNU,211907,4
0.382,0.352,0,-11.76,1,0.025,0.00919,0.85,0.249,0.108,104.536,audio_features,56z8HT2VyKL2nTg0Q3URPb,spotify:track:56z8HT2VyKL2nTg0Q3URPb,https://api.spotify.com/v1/tracks/56z8HT2VyKL2nTg0Q3URPb,https://api.spotify.com/v1/audio-analysis/56z8HT2VyKL2nTg0Q3URPb,288120,4
0.648,0.295,11,-15.026,1,0.0292,0.811,0.0164,0.0806,0.175,140.062,audio_features,1VZGj6BcHwbfLxxYlhk8kI,spotify:track:1VZGj6BcHwbfLxxYlhk8kI,https://api.spotify.com/v1/tracks/1VZGj6BcHwbfLxxYlhk8kI,https://api.spotify.com/v1/audio-analysis/1VZGj6BcHwbfLxxYlhk8kI,264240,4
0.182,0.345,6,-7.679,1,0.0384,0.102,0.929,0.288,0.124,124.992,audio_features,2RV7txGGF5WqFYz9epbmMu,spotify:track:2RV7txGGF5WqFYz9epbmMu,https://api.spotify.com/v1/tracks/2RV7txGGF5WqFYz9epbmMu,https://api.spotify.com/v1/audio-analysis/2RV7txGGF5WqFYz9epbmMu,161007,4
0.409,0.471,3,-10.223,0,0.0268,0.00149,0.0145,0.0694,0.211,111.477,audio_features,2E54gkwifDATVOmGfQY141,spotify:track:2E54gkwifDATVOmGfQY141,https://api.spotify.com/v1/tracks/2E54gkwifDATVOmGfQY141,https://api.spotify.com/v1/audio-analysis/2E54gkwifDATVOmGfQY141,248825,4
0.271,0.859,8,-7.807,1,0.113,0.000718,0.342,0.154,0.0792,114.203,audio_features,0lQ5ayZZT7od5OnKMlWry0,spotify:track:0lQ5ayZZT7od5OnKMlWry0,https://api.spotify.com/v1/tracks/0lQ5ayZZT7od5OnKMlWry0,https://api.spotify.com/v1/audio-analysis/0lQ5ayZZT7od5OnKMlWry0,430947,4
0.43,0.887,8,-8.892,0,0.0342,8.54e-06,0.351,0.0562,0.882,127.529,audio_features,4ZNrLFAiIyaep5a2IjxkIT,spotify:track:4ZNrLFAiIyaep5a2IjxkIT,https://api.spotify.com/v1/tracks/4ZNrLFAiIyaep5a2IjxkIT,https://api.spotify.com/v1/audio-analysis/4ZNrLFAiIyaep5a2IjxkIT,166773,4
0.307,0.626,3,-9.535,0,0.048,0.157,0.887,0.657,0.408,118.001,audio_features,76QnFZoJo68WkSmqNG02Hs,spotify:track:76QnFZoJo68WkSmqNG02Hs,https://api.spotify.com/v1/tracks/76QnFZoJo68WkSmqNG02Hs,https://api.spotify.com/v1/audio-analysis/76QnFZoJo68WkSmqNG02Hs,261613,5
0.451,0.424,7,-9.142,1,0.0288,0.284,0.0,0.0782,0.577,178.127,audio_features,2QFrQV9VuecdYbo8Hf3K4G,spotify:track:2QFrQV9VuecdYbo8Hf3K4G,https://api.spotify.com/v1/tracks/2QFrQV9VuecdYbo8Hf3K4G,https://api.spotify.com/v1/audio-analysis/2QFrQV9VuecdYbo8Hf3K4G,90326,4
0.379,0.557,9,-11.143,1,0.0324,0.000886,0.818,0.142,0.282,157.341,audio_features,6ehoCaLV3xQlAwUke4odxD,spotify:track:6ehoCaLV3xQlAwUke4odxD,https://api.spotify.com/v1/tracks/6ehoCaLV3xQlAwUke4odxD,https://api.spotify.com/v1/audio-analysis/6ehoCaLV3xQlAwUke4odxD,307587,4
0.614,0.417,3,-8.812,0,0.0268,0.786,0.0,0.256,0.39,110.819,audio_features,6LsvKn3bsJF3ho6FBOPVC7,spotify:track:6LsvKn3bsJF3ho6FBOPVC7,https://api.spotify.com/v1/tracks/6LsvKn3bsJF3ho6FBOPVC7,https://api.spotify.com/v1/audio-analysis/6LsvKn3bsJF3ho6FBOPVC7,167107,4
0.418,0.565,3,-11.436,0,0.0327,2.61e-05,0.636,0.0851,0.629,143.694,audio_features,44gab1WjFHd9aNp6fqTCLa,spotify:track:44gab1WjFHd9aNp6fqTCLa,https://api.spotify.com/v1/tracks/44gab1WjFHd9aNp6fqTCLa,https://api.spotify.com/v1/audio-analysis/44gab1WjFHd9aNp6fqTCLa,192067,4
0.511,0.322,0,-12.758,1,0.0273,0.0204,0.423,0.0508,0.185,103.442,audio_features,2BsIFLvt5vQIQ5V8P31trO,spotify:track:2BsIFLvt5vQIQ5V8P31trO,https://api.spotify.com/v1/tracks/2BsIFLvt5vQIQ5V8P31trO,https://api.spotify.com/v1/audio-analysis/2BsIFLvt5vQIQ5V8P31trO,271413,4
0.463,0.459,4,-10.558,0,0.0279,0.435,0.0,0.206,0.576,111.339,audio_features,2QvNHexljw86Sx88oiCuPg,spotify:track:2QvNHexljw86Sx88oiCuPg,https://api.spotify.com/v1/tracks/2QvNHexljw86Sx88oiCuPg,https://api.spotify.com/v1/audio-analysis/2QvNHexljw86Sx88oiCuPg,184813,4
0.556,0.135,8,-13.372,0,0.0406,0.67,0.844,0.104,0.251,67.289,audio_features,4fNShDRVbB3tXStdgUGncB,spotify:track:4fNShDRVbB3tXStdgUGncB,https://api.spotify.com/v1/tracks/4fNShDRVbB3tXStdgUGncB,https://api.spotify.com/v1/audio-analysis/4fNShDRVbB3tXStdgUGncB,226907,4
0.688,0.498,1,-8.711,1,0.027,0.00629,0.257,0.112,0.637,118.622,audio_features,0YYo6TqKJKwmxQFkmQ4nAS,spotify:track:0YYo6TqKJKwmxQFkmQ4nAS,https://api.spotify.com/v1/tracks/0YYo6TqKJKwmxQFkmQ4nAS,https://api.spotify.com/v1/audio-analysis/0YYo6TqKJKwmxQFkmQ4nAS,349367,4
0.418,0.319,8,-14.936,1,0.0294,0.13,0.809,0.118,0.223,96.076,audio_features,6LILlNhfxeFKPgTfv7SVRI,spotify:track:6LILlNhfxeFKPgTfv7SVRI,https://api.spotify.com/v1/tracks/6LILlNhfxeFKPgTfv7SVRI,https://api.spotify.com/v1/audio-analysis/6LILlNhfxeFKPgTfv7SVRI,230640,3
0.546,0.242,6,-10.785,1,0.0292,0.505,0.295,0.0956,0.286,99.772,audio_features,67Sq7QVImnrYx3fsJjNCAo,spotify:track:67Sq7QVImnrYx3fsJjNCAo,https://api.spotify.com/v1/tracks/67Sq7QVImnrYx3fsJjNCAo,https://api.spotify.com/v1/audio-analysis/67Sq7QVImnrYx3fsJjNCAo,199133,4
0.751,0.715,8,-8.401,1,0.0423,0.00561,0.825,0.0794,0.961,123.379,audio_features,3F3cWAsRhYjqclBTQ6D6yD,spotify:track:3F3cWAsRhYjqclBTQ6D6yD,https://api.spotify.com/v1/tracks/3F3cWAsRhYjqclBTQ6D6yD,https://api.spotify.com/v1/audio-analysis/3F3cWAsRhYjqclBTQ6D6yD,244747,4
0.155,0.708,4,-7.574,1,0.0416,0.0,0.866,0.101,0.544,74.15,audio_features,3Upc5EgrQBAvQ1YUuK2zuF,spotify:track:3Upc5EgrQBAvQ1YUuK2zuF,https://api.spotify.com/v1/tracks/3Upc5EgrQBAvQ1YUuK2zuF,https://api.spotify.com/v1/audio-analysis/3Upc5EgrQBAvQ1YUuK2zuF,185933,4
0.643,0.393,11,-14.014,0,0.0344,0.117,0.00309,0.0881,0.849,92.786,audio_features,7JITVuGo4pQux1zxgX6mZ9,spotify:track:7JITVuGo4pQux1zxgX6mZ9,https://api.spotify.com/v1/tracks/7JITVuGo4pQux1zxgX6mZ9,https://api.spotify.com/v1/audio-analysis/7JITVuGo4pQux1zxgX6mZ9,164413,4
0.446,0.31,7,-12.208,1,0.0349,0.992,0.881,0.0791,0.191,80.997,audio_features,5eRJIckZz8y09X3sIEdngU,spotify:track:5eRJIckZz8y09X3sIEdngU,https://api.spotify.com/v1/tracks/5eRJIckZz8y09X3sIEdngU,https://api.spotify.com/v1/audio-analysis/5eRJIckZz8y09X3sIEdngU,165293,4
0.413,0.625,7,-11.946,1,0.0342,0.983,0.946,0.0988,0.0679,118.348,audio_features,5oYVxPifOLi4PccQyeYlJS,spotify:track:5oYVxPifOLi4PccQyeYlJS,https://api.spotify.com/v1/tracks/5oYVxPifOLi4PccQyeYlJS,https://api.spotify.com/v1/audio-analysis/5oYVxPifOLi4PccQyeYlJS,234440,4
0.466,0.317,1,-9.661,1,0.0272,0.522,0.00243,0.21,0.212,140.174,audio_features,5MuRE115QwB0YZVMW9LEgz,spotify:track:5MuRE115QwB0YZVMW9LEgz,https://api.spotify.com/v1/tracks/5MuRE115QwB0YZVMW9LEgz,https://api.spotify.com/v1/audio-analysis/5MuRE115QwB0YZVMW9LEgz,226333,4
0.404,0.608,10,-8.591,0,0.0317,0.76,0.36,0.194,0.311,120.51,audio_features,3mTzw8eDuDda7v49fvsTkL,spotify:track:3mTzw8eDuDda7v49fvsTkL,https://api.spotify.com/v1/tracks/3mTzw8eDuDda7v49fvsTkL,https://api.spotify.com/v1/audio-analysis/3mTzw8eDuDda7v49fvsTkL,274080,4
0.519,0.633,8,-11.708,1,0.0377,0.028,0.592,0.111,0.146,95.032,audio_features,5ZK28os7g3H4B52c3nCVu4,spotify:track:5ZK28os7g3H4B52c3nCVu4,https://api.spotify.com/v1/tracks/5ZK28os7g3H4B52c3nCVu4,https://api.spotify.com/v1/audio-analysis/5ZK28os7g3H4B52c3nCVu4,252653,4
0.238,0.465,6,-7.568,1,0.0294,0.0323,0.000184,0.115,0.128,79.305,audio_features,5xAhQvOVe731NPcRTAnRC8,spotify:track:5xAhQvOVe731NPcRTAnRC8,https://api.spotify.com/v1/tracks/5xAhQvOVe731NPcRTAnRC8,https://api.spotify.com/v1/audio-analysis/5xAhQvOVe731NPcRTAnRC8,243560,5
0.531,0.723,3,-9.874,1,0.0299,0.00206,0.824,0.112,0.105,91.894,audio_features,4BfhstXFgqiq7Vcq4yna91,spotify:track:4BfhstXFgqiq7Vcq4yna91,https://api.spotify.com/v1/tracks/4BfhstXFgqiq7Vcq4yna91,https://api.spotify.com/v1/audio-analysis/4BfhstXFgqiq7Vcq4yna91,193120,4
0.325,0.573,6,-8.272,1,0.0332,0.00886,0.136,0.051,0.0674,113.122,audio_features,43YAjNDYl1KIepYDftyV67,spotify:track:43YAjNDYl1KIepYDftyV67,https://api.spotify.com/v1/tracks/43YAjNDYl1KIepYDftyV67,https://api.spotify.com/v1/audio-analysis/43YAjNDYl1KIepYDftyV67,545853,4
0.246,0.936,1,-5.899,1,0.0593,8.89e-06,0.92,0.0661,0.404,116.183,audio_features,5FolvEbY5yZhB8zfEeYhvR,spotify:track:5FolvEbY5yZhB8zfEeYhvR,https://api.spotify.com/v1/tracks/5FolvEbY5yZhB8zfEeYhvR,https://api.spotify.com/v1/audio-analysis/5FolvEbY5yZhB8zfEeYhvR,185760,4
0.26,0.589,1,-7.006,1,0.0338,0.000745,0.736,0.114,0.113,91.643,audio_features,6YY8r6D5kiQ4baGEkz0M2G,spotify:track:6YY8r6D5kiQ4baGEkz0M2G,https://api.spotify.com/v1/tracks/6YY8r6D5kiQ4baGEkz0M2G,https://api.spotify.com/v1/audio-analysis/6YY8r6D5kiQ4baGEkz0M2G,512760,4
0.415,0.463,6,-5.876,1,0.0305,0.305,0.00129,0.077,0.567,156.501,audio_features,37R7yKInNuECoQhje7tnmW,spotify:track:37R7yKInNuECoQhje7tnmW,https://api.spotify.com/v1/tracks/37R7yKInNuECoQhje7tnmW,https://api.spotify.com/v1/audio-analysis/37R7yKInNuECoQhje7tnmW,161173,3
0.154,0.498,8,-8.934,1,0.0373,0.073,0.829,0.0723,0.246,143.54,audio_features,6ugHcsk6uc2z7975xpcK2D,spotify:track:6ugHcsk6uc2z7975xpcK2D,https://api.spotify.com/v1/tracks/6ugHcsk6uc2z7975xpcK2D,https://api.spotify.com/v1/audio-analysis/6ugHcsk6uc2z7975xpcK2D,158253,3
0.29,0.935,6,-7.409,1,0.0655,0.000347,0.653,0.114,0.242,149.249,audio_features,5KahLK67IOhTUSZzW8mb5h,spotify:track:5KahLK67IOhTUSZzW8mb5h,https://api.spotify.com/v1/tracks/5KahLK67IOhTUSZzW8mb5h,https://api.spotify.com/v1/audio-analysis/5KahLK67IOhTUSZzW8mb5h,255227,4
